event_id,timestamp,source_ip,destination_ip,protocol,attack_type,attack_category,confidence,risk_level,status,priority_score
E-37544,2026-06-09 13:38:25,192.168.1.143,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.9523,Medium,관찰 필요,84
E-38820,2026-06-09 13:37:07,192.168.1.119,10.0.0.29,TCP,Password,인증 공격,0.9972,High,확인 필요,100
E-39770,2026-06-09 13:36:52,192.168.1.169,10.0.0.29,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-35129,2026-06-09 13:36:49,192.168.1.128,10.0.0.38,TCP,Reconnaissance,탐색형 공격,0.9852,Medium,관찰 필요,84
E-38993,2026-06-09 13:36:35,192.168.1.192,10.0.0.52,TCP,Reconnaissance,탐색형 공격,0.9469,Medium,관찰 필요,84
E-38874,2026-06-09 13:36:33,192.168.1.173,10.0.0.33,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-37577,2026-06-09 13:36:05,192.168.1.176,10.0.0.36,TCP,Password,인증 공격,0.959,High,확인 필요,96
E-38070,2026-06-09 13:35:44,192.168.1.169,10.0.0.29,TCP,Benign,정상 트래픽,0.9994,Low,정상,5
E-38650,2026-06-09 13:35:33,192.168.1.149,10.0.0.59,TCP,Injection,웹 공격,0.9947,High,확인 필요,99
E-39369,2026-06-09 13:35:31,192.168.1.168,10.0.0.28,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39636,2026-06-09 13:35:08,192.168.1.135,10.0.0.45,TCP,Password,인증 공격,0.954,High,확인 필요,95
E-35090,2026-06-09 13:34:49,192.168.1.189,10.0.0.49,TCP,Reconnaissance,탐색형 공격,0.9998,Medium,관찰 필요,84
E-38233,2026-06-09 13:34:19,192.168.1.132,10.0.0.42,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-38971,2026-06-09 13:34:16,192.168.1.170,10.0.0.30,TCP,Reconnaissance,탐색형 공격,0.8787,Medium,관찰 필요,84
E-39252,2026-06-09 13:34:04,192.168.1.151,10.0.0.11,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-37838,2026-06-09 13:33:38,192.168.1.137,10.0.0.47,TCP,Reconnaissance,탐색형 공격,0.9898,Medium,관찰 필요,84
E-35044,2026-06-09 13:33:37,192.168.1.143,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.965,Medium,관찰 필요,84
E-39099,2026-06-09 13:33:28,192.168.1.198,10.0.0.58,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36572,2026-06-09 13:33:13,192.168.1.171,10.0.0.31,TCP,Benign,정상 트래픽,0.9468,Low,정상,5
E-39554,2026-06-09 13:32:48,192.168.1.153,10.0.0.13,TCP,Injection,웹 공격,0.9921,High,확인 필요,99
E-37224,2026-06-09 13:32:17,192.168.1.123,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.945,Medium,관찰 필요,84
E-36244,2026-06-09 13:32:09,192.168.1.143,10.0.0.53,TCP,Benign,정상 트래픽,0.9995,Low,정상,5
E-36210,2026-06-09 13:31:28,192.168.1.109,10.0.0.19,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-38137,2026-06-09 13:31:28,192.168.1.136,10.0.0.46,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-35889,2026-06-09 13:30:52,192.168.1.188,10.0.0.48,TCP,Password,인증 공격,0.9982,High,확인 필요,100
E-37582,2026-06-09 13:30:35,192.168.1.181,10.0.0.41,TCP,Scanning,탐색형 공격,0.9819,Medium,관찰 필요,84
E-36845,2026-06-09 13:30:08,192.168.1.144,10.0.0.54,TCP,Benign,정상 트래픽,0.9255,Low,정상,5
E-38865,2026-06-09 13:30:03,192.168.1.164,10.0.0.24,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-38423,2026-06-09 13:29:38,192.168.1.122,10.0.0.32,TCP,Scanning,탐색형 공격,0.955,Medium,관찰 필요,84
E-39459,2026-06-09 13:29:31,192.168.1.158,10.0.0.18,TCP,Injection,웹 공격,0.9294,High,확인 필요,93
E-38950,2026-06-09 13:29:23,192.168.1.149,10.0.0.59,TCP,Injection,웹 공격,0.9996,High,확인 필요,100
E-37237,2026-06-09 13:27:53,192.168.1.136,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9139,Medium,관찰 필요,84
E-35427,2026-06-09 13:27:40,192.168.1.126,10.0.0.36,TCP,XSS,웹 공격,0.956,High,확인 필요,96
E-35156,2026-06-09 13:27:35,192.168.1.155,10.0.0.15,TCP,Injection,웹 공격,0.9996,High,확인 필요,100
E-35311,2026-06-09 13:27:13,192.168.1.110,10.0.0.20,TCP,Reconnaissance,탐색형 공격,0.9959,Medium,관찰 필요,84
E-37404,2026-06-09 13:26:26,192.168.1.103,10.0.0.13,TCP,Reconnaissance,탐색형 공격,0.9598,Medium,관찰 필요,84
E-38534,2026-06-09 13:25:58,192.168.1.133,10.0.0.43,TCP,Injection,웹 공격,0.9981,High,확인 필요,100
E-35032,2026-06-09 13:25:36,192.168.1.131,10.0.0.41,TCP,Reconnaissance,탐색형 공격,0.9799,Medium,관찰 필요,84
E-39667,2026-06-09 13:25:34,192.168.1.166,10.0.0.26,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-35856,2026-06-09 13:25:13,192.168.1.155,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.6103,Medium,관찰 필요,61
E-39263,2026-06-09 13:25:07,192.168.1.162,10.0.0.22,TCP,Password,인증 공격,0.5478,High,확인 필요,85
E-36177,2026-06-09 13:24:53,192.168.1.176,10.0.0.36,TCP,Reconnaissance,탐색형 공격,0.9951,Medium,관찰 필요,84
E-37752,2026-06-09 13:24:49,192.168.1.151,10.0.0.11,TCP,XSS,웹 공격,0.9611,High,확인 필요,96
E-39873,2026-06-09 13:24:47,192.168.1.172,10.0.0.32,TCP,Reconnaissance,탐색형 공격,0.9648,Medium,관찰 필요,84
E-38168,2026-06-09 13:24:35,192.168.1.167,10.0.0.27,TCP,Reconnaissance,탐색형 공격,0.9302,Medium,관찰 필요,84
E-37996,2026-06-09 13:24:31,192.168.1.195,10.0.0.55,TCP,Injection,웹 공격,0.9956,High,확인 필요,100
E-37208,2026-06-09 13:24:13,192.168.1.107,10.0.0.17,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-36859,2026-06-09 13:24:06,192.168.1.158,10.0.0.18,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-38350,2026-06-09 13:24:04,192.168.1.149,10.0.0.59,TCP,Benign,정상 트래픽,0.9553,Low,정상,5
E-35075,2026-06-09 13:23:35,192.168.1.174,10.0.0.34,TCP,Injection,웹 공격,0.9431,High,확인 필요,94
E-38117,2026-06-09 13:23:33,192.168.1.116,10.0.0.26,TCP,Scanning,탐색형 공격,0.9026,Medium,관찰 필요,84
E-39476,2026-06-09 13:23:10,192.168.1.175,10.0.0.35,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-39165,2026-06-09 13:23:02,192.168.1.164,10.0.0.24,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-38621,2026-06-09 13:21:14,192.168.1.120,10.0.0.30,TCP,Scanning,탐색형 공격,0.9723,Medium,관찰 필요,84
E-36738,2026-06-09 13:20:56,192.168.1.137,10.0.0.47,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-39804,2026-06-09 13:20:14,192.168.1.103,10.0.0.13,TCP,Reconnaissance,탐색형 공격,0.9867,Medium,관찰 필요,84
E-39620,2026-06-09 13:20:13,192.168.1.119,10.0.0.29,TCP,XSS,웹 공격,0.9457,High,확인 필요,95
E-35323,2026-06-09 13:19:41,192.168.1.122,10.0.0.32,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-35211,2026-06-09 13:19:13,192.168.1.110,10.0.0.20,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-37225,2026-06-09 13:19:00,192.168.1.124,10.0.0.34,TCP,XSS,웹 공격,0.9998,High,확인 필요,100
E-38034,2026-06-09 13:18:18,192.168.1.133,10.0.0.43,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-37872,2026-06-09 13:17:15,192.168.1.171,10.0.0.31,TCP,Benign,정상 트래픽,0.9993,Low,정상,5
E-39509,2026-06-09 13:17:08,192.168.1.108,10.0.0.18,TCP,Reconnaissance,탐색형 공격,0.9994,Medium,관찰 필요,84
E-39488,2026-06-09 13:16:00,192.168.1.187,10.0.0.47,TCP,Benign,정상 트래픽,0.9502,Low,정상,5
E-35106,2026-06-09 13:15:28,192.168.1.105,10.0.0.15,TCP,Reconnaissance,탐색형 공격,0.9738,Medium,관찰 필요,84
E-36137,2026-06-09 13:15:02,192.168.1.136,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9797,Medium,관찰 필요,84
E-37081,2026-06-09 13:15:00,192.168.1.180,10.0.0.40,TCP,Injection,웹 공격,0.9905,High,확인 필요,99
E-37203,2026-06-09 13:14:34,192.168.1.102,10.0.0.12,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39535,2026-06-09 13:14:33,192.168.1.134,10.0.0.44,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-35545,2026-06-09 13:14:29,192.168.1.144,10.0.0.54,TCP,Reconnaissance,탐색형 공격,0.9916,Medium,관찰 필요,84
E-39414,2026-06-09 13:14:28,192.168.1.113,10.0.0.23,TCP,Scanning,탐색형 공격,0.9541,Medium,관찰 필요,84
E-35270,2026-06-09 13:14:26,192.168.1.169,10.0.0.29,TCP,Reconnaissance,탐색형 공격,0.9968,Medium,관찰 필요,84
E-37863,2026-06-09 13:14:12,192.168.1.162,10.0.0.22,TCP,Scanning,탐색형 공격,0.9777,Medium,관찰 필요,84
E-37370,2026-06-09 13:13:39,192.168.1.169,10.0.0.29,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39810,2026-06-09 13:13:14,192.168.1.109,10.0.0.19,TCP,Password,인증 공격,0.9999,High,확인 필요,100
E-36232,2026-06-09 13:13:01,192.168.1.131,10.0.0.41,TCP,Scanning,탐색형 공격,0.9979,Medium,관찰 필요,84
E-38538,2026-06-09 13:12:38,192.168.1.137,10.0.0.47,TCP,Password,인증 공격,1.0,High,확인 필요,100
E-37921,2026-06-09 13:12:28,192.168.1.120,10.0.0.30,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-35113,2026-06-09 13:12:20,192.168.1.112,10.0.0.22,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39268,2026-06-09 13:12:14,192.168.1.167,10.0.0.27,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39291,2026-06-09 13:12:05,192.168.1.190,10.0.0.50,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36016,2026-06-09 13:11:40,192.168.1.115,10.0.0.25,TCP,Benign,정상 트래픽,0.9996,Low,정상,5
E-36260,2026-06-09 13:11:39,192.168.1.159,10.0.0.19,TCP,Scanning,탐색형 공격,0.9983,Medium,관찰 필요,84
E-35494,2026-06-09 13:11:36,192.168.1.193,10.0.0.53,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-36669,2026-06-09 13:11:26,192.168.1.168,10.0.0.28,TCP,Scanning,탐색형 공격,0.9736,Medium,관찰 필요,84
E-39179,2026-06-09 13:11:00,192.168.1.178,10.0.0.38,TCP,Scanning,탐색형 공격,0.9649,Medium,관찰 필요,84
E-35515,2026-06-09 13:10:11,192.168.1.114,10.0.0.24,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36240,2026-06-09 13:09:55,192.168.1.139,10.0.0.49,TCP,Reconnaissance,탐색형 공격,0.9996,Medium,관찰 필요,84
E-39163,2026-06-09 13:09:46,192.168.1.162,10.0.0.22,TCP,Reconnaissance,탐색형 공격,0.987,Medium,관찰 필요,84
E-36730,2026-06-09 13:08:50,192.168.1.129,10.0.0.39,TCP,Benign,정상 트래픽,0.9264,Low,정상,5
E-36258,2026-06-09 13:08:31,192.168.1.157,10.0.0.17,TCP,Password,인증 공격,0.9978,High,확인 필요,100
E-38584,2026-06-09 13:08:23,192.168.1.183,10.0.0.43,TCP,Reconnaissance,탐색형 공격,0.9894,Medium,관찰 필요,84
E-38516,2026-06-09 13:07:50,192.168.1.115,10.0.0.25,TCP,Reconnaissance,탐색형 공격,0.9467,Medium,관찰 필요,84
E-37916,2026-06-09 13:07:07,192.168.1.115,10.0.0.25,TCP,Scanning,탐색형 공격,0.9848,Medium,관찰 필요,84
E-38409,2026-06-09 13:06:47,192.168.1.108,10.0.0.18,TCP,Benign,정상 트래픽,0.773,Low,정상,5
E-39523,2026-06-09 13:06:17,192.168.1.122,10.0.0.32,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-35396,2026-06-09 13:06:16,192.168.1.195,10.0.0.55,TCP,Scanning,탐색형 공격,0.9734,Medium,관찰 필요,84
E-37500,2026-06-09 13:06:15,192.168.1.199,10.0.0.59,TCP,Reconnaissance,탐색형 공격,0.9901,Medium,관찰 필요,84
E-36646,2026-06-09 13:06:00,192.168.1.145,10.0.0.55,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36448,2026-06-09 13:05:40,192.168.1.147,10.0.0.57,TCP,Reconnaissance,탐색형 공격,0.9576,Medium,관찰 필요,84
E-38416,2026-06-09 13:05:17,192.168.1.115,10.0.0.25,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36473,2026-06-09 13:04:46,192.168.1.172,10.0.0.32,TCP,Benign,정상 트래픽,0.9415,Low,정상,5
E-36266,2026-06-09 13:04:22,192.168.1.165,10.0.0.25,TCP,Password,인증 공격,0.9404,High,확인 필요,94
E-36826,2026-06-09 13:04:22,192.168.1.125,10.0.0.35,TCP,Benign,정상 트래픽,0.8418,Low,정상,5
E-38681,2026-06-09 13:04:12,192.168.1.180,10.0.0.40,TCP,Benign,정상 트래픽,0.6937,Low,정상,5
E-39985,2026-06-09 13:03:41,192.168.1.184,10.0.0.44,TCP,Reconnaissance,탐색형 공격,0.9861,Medium,관찰 필요,84
E-36502,2026-06-09 13:03:02,192.168.1.101,10.0.0.11,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36881,2026-06-09 13:02:58,192.168.1.180,10.0.0.40,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-36935,2026-06-09 13:02:34,192.168.1.134,10.0.0.44,TCP,XSS,웹 공격,0.85,High,확인 필요,85
E-37507,2026-06-09 13:01:37,192.168.1.106,10.0.0.16,TCP,XSS,웹 공격,0.9997,High,확인 필요,100
E-38856,2026-06-09 13:01:23,192.168.1.155,10.0.0.15,TCP,Injection,웹 공격,0.9939,High,확인 필요,99
E-37309,2026-06-09 13:01:07,192.168.1.108,10.0.0.18,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-38157,2026-06-09 13:01:04,192.168.1.156,10.0.0.16,TCP,Reconnaissance,탐색형 공격,0.9834,Medium,관찰 필요,84
E-37475,2026-06-09 13:01:04,192.168.1.174,10.0.0.34,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-38970,2026-06-09 13:00:41,192.168.1.169,10.0.0.29,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-38151,2026-06-09 13:00:15,192.168.1.150,10.0.0.10,TCP,Injection,웹 공격,0.9971,High,확인 필요,100
E-38214,2026-06-09 13:00:14,192.168.1.113,10.0.0.23,TCP,Benign,정상 트래픽,0.9524,Low,정상,5
E-35568,2026-06-09 13:00:11,192.168.1.167,10.0.0.27,TCP,Password,인증 공격,0.9989,High,확인 필요,100
E-38944,2026-06-09 12:59:47,192.168.1.143,10.0.0.53,TCP,Reconnaissance,탐색형 공격,0.893,Medium,관찰 필요,84
E-36297,2026-06-09 12:59:41,192.168.1.196,10.0.0.56,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-39796,2026-06-09 12:59:13,192.168.1.195,10.0.0.55,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-39944,2026-06-09 12:58:47,192.168.1.143,10.0.0.53,TCP,Scanning,탐색형 공격,0.9767,Medium,관찰 필요,84
E-37296,2026-06-09 12:58:42,192.168.1.195,10.0.0.55,TCP,Benign,정상 트래픽,0.9816,Low,정상,5
E-36750,2026-06-09 12:58:30,192.168.1.149,10.0.0.59,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-38974,2026-06-09 12:58:16,192.168.1.173,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9913,Medium,관찰 필요,84
E-36442,2026-06-09 12:58:07,192.168.1.141,10.0.0.51,TCP,Benign,정상 트래픽,0.931,Low,정상,5
E-37520,2026-06-09 12:57:51,192.168.1.119,10.0.0.29,TCP,XSS,웹 공격,1.0,High,확인 필요,100
E-35704,2026-06-09 12:57:43,192.168.1.103,10.0.0.13,TCP,Benign,정상 트래픽,0.9981,Low,정상,5
E-38402,2026-06-09 12:57:40,192.168.1.101,10.0.0.11,TCP,Scanning,탐색형 공격,0.9708,Medium,관찰 필요,84
E-35053,2026-06-09 12:57:00,192.168.1.152,10.0.0.12,TCP,Injection,웹 공격,0.8282,High,확인 필요,85
E-37924,2026-06-09 12:56:57,192.168.1.123,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9842,Medium,관찰 필요,84
E-38134,2026-06-09 12:56:53,192.168.1.133,10.0.0.43,TCP,Injection,웹 공격,0.9585,High,확인 필요,96
E-35139,2026-06-09 12:56:17,192.168.1.138,10.0.0.48,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-35078,2026-06-09 12:55:20,192.168.1.177,10.0.0.37,TCP,Reconnaissance,탐색형 공격,0.9823,Medium,관찰 필요,84
E-38760,2026-06-09 12:55:03,192.168.1.159,10.0.0.19,TCP,XSS,웹 공격,0.953,High,확인 필요,95
E-35181,2026-06-09 12:54:44,192.168.1.180,10.0.0.40,TCP,Reconnaissance,탐색형 공격,0.9694,Medium,관찰 필요,84
E-35860,2026-06-09 12:54:26,192.168.1.159,10.0.0.19,TCP,Scanning,탐색형 공격,0.9867,Medium,관찰 필요,84
E-39286,2026-06-09 12:53:40,192.168.1.185,10.0.0.45,TCP,Benign,정상 트래픽,0.7382,Low,정상,5
E-39910,2026-06-09 12:53:23,192.168.1.109,10.0.0.19,TCP,Benign,정상 트래픽,0.998,Low,정상,5
E-38515,2026-06-09 12:53:14,192.168.1.114,10.0.0.24,TCP,XSS,웹 공격,0.9997,High,확인 필요,100
E-36281,2026-06-09 12:52:57,192.168.1.180,10.0.0.40,TCP,Reconnaissance,탐색형 공격,0.9375,Medium,관찰 필요,84
E-37737,2026-06-09 12:52:29,192.168.1.136,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9413,Medium,관찰 필요,84
E-36654,2026-06-09 12:51:58,192.168.1.153,10.0.0.13,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39495,2026-06-09 12:51:13,192.168.1.194,10.0.0.54,TCP,Benign,정상 트래픽,0.8864,Low,정상,5
E-38000,2026-06-09 12:51:13,192.168.1.199,10.0.0.59,TCP,Benign,정상 트래픽,0.9966,Low,정상,5
E-37400,2026-06-09 12:51:09,192.168.1.199,10.0.0.59,TCP,Benign,정상 트래픽,0.9404,Low,정상,5
E-35901,2026-06-09 12:51:06,192.168.1.100,10.0.0.10,TCP,Reconnaissance,탐색형 공격,0.9942,Medium,관찰 필요,84
E-37326,2026-06-09 12:50:44,192.168.1.125,10.0.0.35,TCP,Reconnaissance,탐색형 공격,0.9092,Medium,관찰 필요,84
E-39059,2026-06-09 12:50:42,192.168.1.158,10.0.0.18,TCP,Reconnaissance,탐색형 공격,0.998,Medium,관찰 필요,84
E-36838,2026-06-09 12:50:40,192.168.1.137,10.0.0.47,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-38946,2026-06-09 12:50:31,192.168.1.145,10.0.0.55,TCP,XSS,웹 공격,0.9998,High,확인 필요,100
E-37922,2026-06-09 12:49:09,192.168.1.121,10.0.0.31,TCP,Injection,웹 공격,0.9553,High,확인 필요,96
E-37147,2026-06-09 12:48:34,192.168.1.146,10.0.0.56,TCP,Injection,웹 공격,0.9977,High,확인 필요,100
E-35098,2026-06-09 12:48:32,192.168.1.197,10.0.0.57,TCP,Injection,웹 공격,0.9829,High,확인 필요,98
E-38123,2026-06-09 12:47:54,192.168.1.122,10.0.0.32,TCP,XSS,웹 공격,0.8286,High,확인 필요,85
E-36467,2026-06-09 12:46:55,192.168.1.166,10.0.0.26,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-37722,2026-06-09 12:46:11,192.168.1.121,10.0.0.31,TCP,Reconnaissance,탐색형 공격,0.9991,Medium,관찰 필요,84
E-35737,2026-06-09 12:45:59,192.168.1.136,10.0.0.46,TCP,Reconnaissance,탐색형 공격,0.9957,Medium,관찰 필요,84
E-36615,2026-06-09 12:45:45,192.168.1.114,10.0.0.24,TCP,Reconnaissance,탐색형 공격,0.9445,Medium,관찰 필요,84
E-35038,2026-06-09 12:45:08,192.168.1.137,10.0.0.47,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-35826,2026-06-09 12:45:05,192.168.1.125,10.0.0.35,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-39243,2026-06-09 12:45:00,192.168.1.142,10.0.0.52,TCP,Scanning,탐색형 공격,0.9906,Medium,관찰 필요,84
E-37200,2026-06-09 12:44:58,192.168.1.199,10.0.0.59,TCP,Benign,정상 트래픽,0.8035,Low,정상,5
E-35326,2026-06-09 12:44:32,192.168.1.125,10.0.0.35,TCP,Benign,정상 트래픽,0.8904,Low,정상,5
E-36095,2026-06-09 12:44:26,192.168.1.194,10.0.0.54,TCP,Benign,정상 트래픽,0.6623,Low,정상,5
E-35489,2026-06-09 12:44:17,192.168.1.188,10.0.0.48,TCP,Benign,정상 트래픽,0.5824,Low,정상,5
E-35429,2026-06-09 12:44:12,192.168.1.128,10.0.0.38,TCP,Reconnaissance,탐색형 공격,0.9576,Medium,관찰 필요,84
E-37841,2026-06-09 12:43:59,192.168.1.140,10.0.0.50,TCP,XSS,웹 공격,0.9993,High,확인 필요,100
E-36220,2026-06-09 12:43:47,192.168.1.119,10.0.0.29,TCP,Reconnaissance,탐색형 공격,0.9949,Medium,관찰 필요,84
E-39924,2026-06-09 12:43:40,192.168.1.123,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9346,Medium,관찰 필요,84
E-35534,2026-06-09 12:43:15,192.168.1.133,10.0.0.43,TCP,Benign,정상 트래픽,0.9997,Low,정상,5
E-39293,2026-06-09 12:43:03,192.168.1.192,10.0.0.52,TCP,Injection,웹 공격,0.9997,High,확인 필요,100
E-35592,2026-06-09 12:43:01,192.168.1.191,10.0.0.51,TCP,Reconnaissance,탐색형 공격,0.9956,Medium,관찰 필요,84
E-39547,2026-06-09 12:42:38,192.168.1.146,10.0.0.56,TCP,Injection,웹 공격,0.9998,High,확인 필요,100
E-36217,2026-06-09 12:42:35,192.168.1.116,10.0.0.26,TCP,Scanning,탐색형 공격,0.9877,Medium,관찰 필요,84
E-36225,2026-06-09 12:42:35,192.168.1.124,10.0.0.34,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-38363,2026-06-09 12:42:30,192.168.1.162,10.0.0.22,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-39372,2026-06-09 12:42:11,192.168.1.171,10.0.0.31,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-37939,2026-06-09 12:42:09,192.168.1.138,10.0.0.48,TCP,Scanning,탐색형 공격,0.9554,Medium,관찰 필요,84
E-38263,2026-06-09 12:42:06,192.168.1.162,10.0.0.22,TCP,Reconnaissance,탐색형 공격,0.9881,Medium,관찰 필요,84
E-35292,2026-06-09 12:41:49,192.168.1.191,10.0.0.51,TCP,Injection,웹 공격,0.9999,High,확인 필요,100
E-37150,2026-06-09 12:41:40,192.168.1.149,10.0.0.59,TCP,XSS,웹 공격,0.9999,High,확인 필요,100
E-39676,2026-06-09 12:41:32,192.168.1.175,10.0.0.35,TCP,Reconnaissance,탐색형 공격,0.9829,Medium,관찰 필요,84
E-37620,2026-06-09 12:41:30,192.168.1.119,10.0.0.29,TCP,Reconnaissance,탐색형 공격,0.9355,Medium,관찰 필요,84
E-38215,2026-06-09 12:41:02,192.168.1.114,10.0.0.24,TCP,Reconnaissance,탐색형 공격,0.964,Medium,관찰 필요,84
E-38813,2026-06-09 12:40:52,192.168.1.112,10.0.0.22,TCP,Benign,정상 트래픽,0.9996,Low,정상,5
E-35130,2026-06-09 12:40:44,192.168.1.129,10.0.0.39,TCP,Injection,웹 공격,1.0,High,확인 필요,100
E-35074,2026-06-09 12:40:38,192.168.1.173,10.0.0.33,TCP,Reconnaissance,탐색형 공격,0.9915,Medium,관찰 필요,84
E-36790,2026-06-09 12:40:19,192.168.1.189,10.0.0.49,TCP,Benign,정상 트래픽,0.8968,Low,정상,5
E-38395,2026-06-09 12:40:18,192.168.1.194,10.0.0.54,TCP,Scanning,탐색형 공격,0.9819,Medium,관찰 필요,84
E-38444,2026-06-09 12:40:16,192.168.1.143,10.0.0.53,TCP,Scanning,탐색형 공격,0.9594,Medium,관찰 필요,84
E-38150,2026-06-09 12:40:06,192.168.1.149,10.0.0.59,TCP,Benign,정상 트래픽,1.0,Low,정상,5
E-37590,2026-06-09 12:40:03,192.168.1.189,10.0.0.49,TCP,Reconnaissance,탐색형 공격,0.9779,Medium,관찰 필요,84
E-35499,2026-06-09 12:39:55,192.168.1.198,10.0.0.58,TCP,Reconnaissance,탐색형 공격,0.9408,Medium,관찰 필요,84
E-37026,2026-06-09 12:39:38,192.168.1.125,10.0.0.35,TCP,Scanning,탐색형 공격,0.994,Medium,관찰 필요,84
E-35552,2026-06-09 12:39:30,192.168.1.151,10.0.0.11,TCP,XSS,웹 공격,0.9703,High,확인 필요,97
E-35470,2026-06-09 12:39:30,192.168.1.169,10.0.0.29,TCP,Scanning,탐색형 공격,0.9992,Medium,관찰 필요,84
E-36617,2026-06-09 12:39:11,192.168.1.116,10.0.0.26,TCP,Benign,정상 트래픽,0.9999,Low,정상,5
E-39536,2026-06-09 12:39:07,192.168.1.135,10.0.0.45,TCP,Injection,웹 공격,0.9978,High,확인 필요,100
E-35685,2026-06-09 12:39:03,192.168.1.184,10.0.0.44,TCP,Benign,정상 트래픽,0.999,Low,정상,5
E-36039,2026-06-09 12:38:50,192.168.1.138,10.0.0.48,TCP,XSS,웹 공격,0.9606,High,확인 필요,96
E-35850,2026-06-09 12:38:42,192.168.1.149,10.0.0.59,TCP,Reconnaissance,탐색형 공격,0.9467,Medium,관찰 필요,84
E-39651,2026-06-09 12:38:38,192.168.1.150,10.0.0.10,TCP,XSS,웹 공격,0.9517,High,확인 필요,95
E-37261,2026-06-09 12:38:30,192.168.1.160,10.0.0.20,TCP,Password,인증 공격,0.9914,High,확인 필요,99
E-35457,2026-06-09 12:38:10,192.168.1.156,10.0.0.16,TCP,Injection,웹 공격,0.9445,High,확인 필요,94
E-37298,2026-06-09 12:38:09,192.168.1.197,10.0.0.57,TCP,Reconnaissance,탐색형 공격,0.9963,Medium,관찰 필요,84
E-37009,2026-06-09 12:37:20,192.168.1.108,10.0.0.18,TCP,XSS,웹 공격,0.9995,High,확인 필요,100
E-36534,2026-06-09 12:36:56,192.168.1.133,10.0.0.43,TCP,Benign,정상 트래픽,0.8809,Low,정상,5
E-35159,2026-06-09 12:36:54,192.168.1.158,10.0.0.18,TCP,Benign,정상 트래픽,0.9997,Low,정상,5
E-35764,2026-06-09 12:36:04,192.168.1.163,10.0.0.23,TCP,XSS,웹 공격,0.9087,High,확인 필요,91
E-36047,2026-06-09 12:35:47,192.168.1.146,10.0.0.56,TCP,Reconnaissance,탐색형 공격,0.9944,Medium,관찰 필요,84
E-35301,2026-06-09 12:34:43,192.168.1.100,10.0.0.10,TCP,Reconnaissance,탐색형 공격,0.9876,Medium,관찰 필요,84
